cartodb_id,the_geom,date,profit,tax
4694,,2013-08-08,660000,9000
4699,,2014-08-22,145000,3650
4755,,2012-12-11,194500,3595
4760,,2010-12-08,325000,6750
4772,,2013-05-14,231982,6000
4776,,2008-05-02,250000,4400
4791,,2013-02-15,1393420,33461.4
4794,,2003-09-08,294000,6250
4797,,2012-02-17,250000,4250
4804,,2005-10-28,508119,14500
4810,,2013-08-19,430020,9300
4822,,2008-11-19,280000,6750
4825,,2012-11-30,220000,4050
4831,,2006-03-31,624999,9999.99
4842,,2007-08-01,310000,6600
4850,,2014-10-27,270000,5700
4869,,2006-12-22,380000,7950
4875,,2011-01-11,111990,3300
4879,,2005-09-26,152934,3750
4891,,2014-03-05,245000,4950
4900,,2014-03-28,194900,3999
4950,,2014-12-18,213900,5650
4957,,2008-05-16,340990,5750
4975,,2006-03-31,270000,5750
4988,,2011-03-24,372000,6920
4998,,2015-04-21,400000,8000
5024,,2006-01-18,230000,5600
5043,,2008-01-31,900000,23000
5070,,2009-04-30,468779,7687.79
5079,,2007-09-25,240000,3600
5080,,2008-03-03,375000,9950
5084,,2011-09-19,169500,4550
5090,,2006-03-30,280000,4800
5141,,2013-12-10,194000,4390
5152,,2004-12-03,154000,3090
5164,,2007-06-29,200000,4400
5166,,2006-11-17,237500,5150
5174,,2010-09-02,335000,6500
5192,,2013-06-05,230000,3850
5194,,2014-10-27,231000,4400
5195,,2005-07-15,260000,4700
5199,,2012-10-26,188520,3735.2
5204,,2004-06-21,146800,3800
5213,,2009-06-03,176000,4360
5214,,2010-05-25,131000,3350
5228,,2005-04-13,1140000,26000
5230,,2013-09-11,3843370,69500
5246,,2007-11-27,215000,5600
5250,,2006-05-03,194000,5800
5316,,2013-09-13,376000,7780
5319,,2006-06-21,215000,6150
5323,,2012-08-27,140000,3100
5351,,2011-03-14,325000,6750
5355,,2005-06-27,422542,5700
5359,,2007-04-30,170000,3800
5416,,2011-08-11,267480,4500
5428,,2006-07-14,260000,4750
5433,,2012-11-30,240000,5100
5490,,2010-03-18,145000,4250
5492,,2012-01-23,150000,3600
5530,,2004-03-15,114000,2490
5538,,2007-04-23,229000,5900
5541,,2012-11-29,239000,4430
5571,,2012-08-02,289520,6140
5612,,2007-06-08,240000,5200
5618,,2004-10-26,205000,4250
5622,,2014-11-25,191500,4325
5650,,2005-07-14,171050,4480.5
5665,,2013-08-29,657360,12473.6
5715,,2004-06-21,331000,4760
5740,,2015-03-25,230000,3850
5750,,2008-08-14,475000,6900
5756,,2004-04-01,173000,3280
5770,,2006-03-16,110000,2800
5779,,2009-11-23,149970,4109.7
5786,,2010-06-04,145722,3720
5814,,2004-08-31,140000,3750
5826,,2012-07-03,162000,3575
5844,,2005-08-24,300000,6700
5909,,2014-01-23,280000,5900
5915,,2013-12-03,299000,4490
5933,,2006-12-06,334140,7331.4
5946,,2013-03-12,410000,6600
5947,,2010-03-29,411000,8150
6005,,2006-06-01,214520,5745.2
6013,,2010-08-16,162340,4123.4
6021,,2012-01-12,150000,3650
6024,,2014-10-20,145400,3604
6028,,2011-12-01,140000,3600
6040,,2005-12-21,235000,6650
6062,,2011-09-09,146788,3070
6093,,2015-03-30,185000,3900
6096,,2011-11-08,144792,2989.2
6102,,2006-02-23,1250000,35500
6110,,2005-02-23,260000,5350
6115,,2005-04-08,149500,3095
6125,,2005-10-06,319800,5610
6157,,2014-07-15,317390,7500
6176,,2004-09-27,289500,4895
6198,,2011-07-19,280000,5800
6232,,2014-06-19,260000,4250
6251,,2010-03-15,166000,4490
6265,,2003-08-07,178000,4530
6291,,2008-01-31,377000,7250
6298,,2004-10-15,124000,3700
6319,,2013-07-31,198000,4300
6351,,2013-06-06,318000,6780
6381,,2006-03-13,229500,3695
6404,,2005-01-06,1455000,28400
6408,,2004-07-20,270000,4200
6437,,2014-09-22,155000,3850
6438,,2014-02-21,253100,4790
6461,,2012-01-17,230000,6500
6474,,2010-05-20,180000,3200
6490,,2005-03-23,381250,7000
6492,,2013-03-27,388138,10500
6500,,2012-02-09,274500,5495
6539,,2004-09-13,1000000,19000
6574,,2014-03-13,270000,6550
6582,,2005-09-29,340000,7650
6589,,2011-08-25,179000,3790
6600,,2006-03-16,234000,6190
6601,,2006-02-03,260000,6100
6602,,2003-12-12,124500,3500
6622,,2009-04-27,175000,4200
6636,,2004-07-13,109500,2750
6649,,2010-09-20,225000,5750
6687,,2011-11-16,47000000,825000
6702,,2005-11-30,260000,4100
6715,,2013-06-11,172000,4420
6725,,2006-06-08,219000,5650
6744,,2005-01-05,168874,3550
6756,,2005-01-24,382500,5900
6808,,2005-08-02,295000,6750
6810,,2012-02-14,260000,5100
6814,,2014-07-08,327500,9375
6856,,2014-08-28,300000,5000
6866,,2008-02-13,340000,8800
6900,,2007-06-29,174950,5029.5
6928,,2013-05-13,150000,3700
6930,,2007-01-02,282400,4664
6950,,2009-06-01,181640,4250
6951,,2005-12-01,187500,3975
6967,,2009-01-29,207500,4500
6969,,2006-06-01,355000,6550
6980,,2005-05-31,163850,3750
7014,,2013-01-16,210000,4250
7042,,2008-10-29,272250,5500
7051,,2008-03-18,360000,6600
7055,,2012-12-21,345000,5850
7059,,2013-06-20,410000,9000
7063,,2005-01-31,480000,6750
7065,,2009-03-04,236500,4990
7069,,2012-05-24,285000,6750
7070,,2014-09-04,1062500,14500
7106,,2013-11-01,174350,4580
7108,,2014-11-24,171600,3366
7116,,2005-11-30,165000,4500
7138,,2004-03-01,144500,3550
7162,,2006-03-01,200000,5450
7180,,2007-04-02,375000,7600
7206,,2006-05-19,307400,5724
7210,,2014-04-11,160000,4100
7242,,2005-05-04,108000,3100
7297,,2011-08-02,251955,4091.25
7303,,2006-01-03,650000,9500
7329,,2009-10-19,180136,4600
7333,,2015-03-12,1124000,17990
7339,,2014-12-17,555000,8350
7362,,2009-03-04,400500,6630
7365,,2013-03-21,367000,5900
7381,,2006-07-27,491900,6519
7392,,2005-10-19,224300,4293
7411,,2011-08-23,230000,4800
7447,,2011-06-21,211430,4700
7481,,2012-09-14,280400,6500
7534,,2007-01-24,165000,4450
7542,,2009-06-12,198500,3900
7548,,2012-02-24,233000,4830
7559,,2012-07-27,170000,3550
7575,,2005-05-19,284000,3990
7595,,2013-09-13,324000,9400
7610,,2004-04-07,120000,2900
7637,,2005-09-08,385000,7850
7681,,2010-08-30,214900,4399
7687,,2004-10-04,199000,4990
7718,,2010-04-29,202000,4300
7727,,2007-10-15,425000,7750
7737,,2005-01-05,220000,4400
7739,,2005-08-16,154500,3975
7759,,2006-12-21,207200,6100
7825,,2003-11-14,175000,3250
7834,,2007-11-16,169000,4990
7861,,2005-12-16,310000,6250
7874,,2014-04-10,385000,5850
7890,,2003-10-15,112000,2870
7897,,2010-09-21,205000,5100
7900,,2011-12-16,246500,5000
7904,,2005-05-05,245000,6300
7911,,2004-01-16,163000,3630
7936,,2011-09-16,195000,3750
7944,,2015-03-31,835000,11000
8007,,2004-09-28,464765,6750
8010,,2014-09-19,235000,4650
8058,,2010-12-23,180500,4505
8065,,2006-03-29,205000,5000
8102,,2007-08-08,230000,3800
8209,,2006-11-29,680000,12000
8240,,2014-06-05,1040010,20400
8247,,2010-11-10,365000,6150
8260,,2014-12-12,435000,6150
8268,,2006-09-20,284112,6000
8315,,2007-03-07,226800,6720
8316,,2006-01-24,285000,7300
8323,,2007-02-02,350000,9600
8328,,2015-01-09,499000,9990
8331,,2008-01-25,535000,11350
8334,,2009-07-06,410000,9900
8345,,2005-02-24,131000,3750
8363,,2004-02-02,106300,2865
8391,,2004-06-29,124000,3490
8416,,2005-12-02,186400,4664
8429,,2010-12-13,175032,3900
8547,,2013-01-03,205000,4800
8569,,2013-05-13,166000,3290
8628,,2012-02-09,192000,3820
8631,,2008-01-07,360000,4600
8638,,2011-05-13,160000,4100
8653,,2008-08-13,290000,6400
8663,,2007-04-05,280000,6800
8664,,2010-06-01,190000,4150
8682,,2012-07-23,184000,3890
