cartodb_id,the_geom,date,profit,tax
2358,,2012-06-08,855000,22250
2371,,2013-02-15,207839,4400
2418,,2012-06-25,308300,4433
2440,,2014-05-15,340000,10000
2445,,2005-08-09,224000,5400
2447,,2015-02-05,530000,12000
2464,,2006-08-24,310900,5459
2478,,2006-04-28,185608,4346
2540,,2006-11-29,300000,8750
2570,,2008-06-30,257500,4525
2574,,2004-12-01,200000,4800
2611,,2005-05-23,178000,3830
2614,,2006-02-13,312000,6070
2665,,2013-11-22,194000,3990
2699,,2005-04-11,205000,5700
2705,,2014-01-21,333000,6880
2730,,2011-01-21,340000,6200
2735,,2005-10-03,315000,6000
2775,,2007-06-04,296000,6850
2784,,2013-05-21,512000,8100
2792,,2005-12-22,425000,9000
2807,,2006-04-28,478961,7789.61
2808,,2003-08-01,135000,3650
2825,,2005-07-19,217214,5550
2842,,2012-01-30,141400,4202.5
2852,,2003-07-25,120000,3050
2876,,2005-09-20,202000,4070
2886,,2011-11-09,196000,3610
2894,,2014-06-04,342250,5922.5
2900,,2005-10-27,189000,4690
2909,,2015-04-28,170000,4400
2928,,2005-03-28,3050000,67000
2949,,2006-12-21,229300,3550
2966,,2012-12-10,200000,3800
2997,,2003-03-10,144000,3190
2998,,2006-09-28,385000,6450
3074,,2004-08-06,420000,6450
3075,,2015-01-07,160000,3250
3087,,2005-02-28,274000,5890
3104,,2007-07-17,324000,6490
3109,,2009-12-23,335000,7600
3126,,2005-02-22,281000,4050
3134,,2014-05-14,205000,4250
3143,,2005-10-06,314000,5790
3155,,2005-04-11,290000,6200
3158,,2015-03-23,210000,4900
3214,,2006-03-17,330000,6350
3243,,2006-07-27,370000,8800
3266,,2006-07-21,160000,3650
3270,,2013-02-26,177000,3500
3273,,2007-05-25,205000,5150
3274,,2014-07-10,283000,5200
3281,,2005-05-16,285000,7250
3293,,2004-11-05,183000,5000
3299,,2004-05-17,438500,6695
3305,,2011-07-14,225000,6500
3317,,2007-12-28,610000,8000
3323,,2013-02-15,1376600,23616
3358,,2012-07-11,184000,3590
3362,,2015-01-08,240000,5900
3366,,2011-09-12,280000,6500
3372,,2009-06-30,305000,9050
3375,,2006-06-30,435000,9850
3381,,2012-08-27,227000,3770
3385,,2005-10-25,496000,9250
3404,,2008-03-18,380000,9500
3422,,2006-06-05,225000,5500
3429,,2006-07-07,266000,5410
3448,,2005-08-15,160970,4109.7
3450,,2010-05-27,211700,4187
3513,,2006-08-08,240000,6500
3516,,2008-04-02,431800,6068
3532,,2013-08-15,1350000,22000
3539,,2011-09-14,497932,8650
3563,,2004-07-09,290000,4500
3567,,2013-04-18,270000,4300
3573,,2005-06-24,404000,5490
3577,,2006-03-01,565000,7400
3616,,2013-03-18,270000,5000
3648,,2012-08-13,212000,3800
3654,,2005-11-11,180000,4650
3667,,2014-08-15,256000,4560
3694,,2005-10-10,295000,4950
3699,,2005-05-24,155500,4180
3718,,2004-08-31,160000,3250
3752,,2015-02-19,175000,3870
3794,,2008-10-08,322305,5800
3795,,2010-01-29,285000,5350
3799,,2014-10-27,254000,4890
3817,,2013-07-30,270000,4800
3873,,2006-03-15,260000,6100
3889,,2014-04-02,365000,6400
3917,,2007-05-29,323300,7897
3932,,2004-10-21,251000,7500
3957,,2007-12-11,394000,5790
3958,,2013-10-30,163796,3463.16
3960,,2014-04-09,239000,3790
3967,,2004-08-27,144000,3690
4006,,2004-12-06,195000,4550
4023,,2005-10-24,184000,4750
4024,,2009-12-29,410000,5700
4066,,2006-06-09,275000,7250
4149,,2004-11-15,116000,3120
4194,,2009-10-08,164000,4290
4220,,2012-12-14,438894,9888.94
4225,,2013-01-16,250500,4705
4231,,2012-07-31,189500,3950
4233,,2004-02-11,220108,3450
4266,,2009-12-24,150100,4000
4271,,2009-06-03,232900,4179
4273,,2015-03-20,149770,4150
4275,,2015-05-12,196500,4590
4280,,2006-12-19,410000,6850
4302,,2003-12-05,206000,3460
4307,,2010-05-25,197514,4500
4315,,2008-08-01,217500,4675
4368,,2004-04-30,137400,3774
4372,,2013-03-06,204704,3710
4375,,2003-12-23,107000,2770
4416,,2004-04-05,375100,8750
4420,,2014-08-14,325000,8800
4429,,2014-08-04,556000,7700
4451,,2014-03-13,400000,8250
4458,,2013-12-04,278000,6830
4467,,2012-02-17,482014,8884.2
4514,,2004-05-17,105000,2650
4516,,2004-12-13,184870,5448.7
4528,,2003-09-22,116000,2960
4532,,2014-11-18,325000,5550
4540,,2009-03-03,199000,4190
4545,,2015-03-27,220000,4450
4551,,2012-04-02,245000,3850
4554,,2014-04-16,207500,4150
4572,,2005-01-04,234540,5250
4573,,2004-12-03,379999,4999.99
4632,,2006-03-06,220000,4900
4645,,2015-03-25,7250000,186500
4646,,2004-08-20,137000,3450
4676,,2015-03-31,268000,5300
4712,,2006-10-31,239000,6890
4744,,2015-02-20,260380,5950
4751,,2013-09-11,240000,5900
4761,,2011-07-21,165000,3300
4769,,2006-01-31,267000,6170
4773,,2010-11-15,800000,15000
4792,,2013-08-22,249500,5600
4804,,2005-10-28,508119,14500
4810,,2013-08-19,430020,9300
4829,,2006-06-20,310000,7900
4908,,2003-07-02,228500,4635
4956,,2009-10-07,135000,3600
4958,,2006-04-28,174000,3000
4959,,2006-07-07,253150,4500
4963,,2012-01-31,355000,8050
4987,,2006-01-12,480000,6500
4990,,2013-09-19,1410000,20000
5005,,2013-10-11,247403,4990
5026,,2007-07-19,315000,6600
5048,,2015-05-06,250000,4750
5053,,2004-08-24,150000,3500
5059,,2010-09-30,180000,4300
5064,,2009-08-20,440000,7900
5087,,2012-09-04,164000,3790
5100,,2010-11-23,180000,3600
5111,,2010-11-12,270000,4200
5128,,2014-09-03,125300,3453
5179,,2003-09-10,144000,3140
5201,,2005-11-23,385000,6350
5223,,2004-11-05,117549,2900
5225,,2004-12-03,343180,5750
5250,,2006-05-03,194000,5800
5281,,2008-02-28,310000,6000
5291,,2004-10-26,460000,5750
5329,,2004-05-24,185000,3850
5339,,2008-11-24,245000,6500
5360,,2003-08-29,155000,4550
5368,,2010-04-19,5327290,106546
5406,,2003-06-10,299000,5000
5420,,2009-06-11,175000,3600
5442,,2010-11-10,183587,3510
5444,,2009-06-26,185000,4850
5461,,2007-10-18,260000,6700
5468,,2011-10-31,166000,4650
5482,,2008-01-24,151500,4170
5502,,2011-05-09,165000,3950
5507,,2005-02-08,163000,4750
5525,,2006-03-23,134000,3400
5531,,2004-09-20,151000,3810
5546,,2003-06-30,155000,3550
5554,,2005-10-27,160000,4750
5574,,2004-05-02,122000,3440
5584,,2011-01-11,281450,4964.5
5594,,2011-08-15,269000,5450
5596,,2013-08-01,510000,7600
5602,,2013-08-19,264000,5740
5613,,2014-09-12,225500,5505
5625,,2012-04-17,245000,5450
5632,,2004-04-29,170000,4700
5637,,2014-03-06,443140,7331.4
5680,,2004-04-19,175000,4200
5716,,2010-12-23,165000,3850
5734,,2006-01-24,230000,6100
5736,,2013-03-19,130000,2850
5739,,2012-04-30,184000,2990
5783,,2005-01-14,230000,3500
5796,,2005-08-09,127000,2450
5809,,2010-01-25,466838,6343.34
5814,,2004-08-31,140000,3750
5815,,2011-03-24,231000,3990
5907,,2013-12-16,259000,4840
5929,,2012-11-26,255000,4900
5932,,2007-06-22,395000,8500
5940,,2005-09-23,198000,4900
5944,,2006-03-28,498000,9000
5954,,2004-08-26,284766,5190
5965,,2005-07-25,315000,7350
5977,,2005-09-07,439000,5990
5982,,2004-05-12,175000,3750
5996,,2006-03-15,295000,7150
6004,,2012-09-27,157500,3475
6018,,2013-03-19,139301,3655
6035,,2015-03-19,225000,4650
6038,,2011-03-28,142500,3750
6042,,2007-11-26,262200,6572
6048,,2005-04-20,179500,3245
6052,,2006-08-30,240000,6000
6067,,2005-02-25,187000,4120
6090,,2005-08-04,207000,5100
6106,,2004-11-22,522312,8723.12
6124,,2005-11-07,430000,8800
6171,,2013-11-14,685000,8750
6190,,2006-12-26,290311,7600
6237,,2004-12-20,254500,4120
6258,,2005-10-03,398500,6300
6263,,2011-06-15,230000,4850
6273,,2014-09-18,235000,5100
6303,,2012-04-11,275000,4750
6319,,2013-07-31,198000,4300
6364,,2004-12-30,159000,3595
6380,,2009-05-01,156000,4220
6396,,2014-07-18,170000,3300
6479,,2014-04-07,373000,9990
6493,,2005-12-28,429879,9900
6497,,2005-04-18,229500,5000
6541,,2009-12-28,583353,9958.48
6581,,2003-10-30,170000,4500
6596,,2011-06-28,195940,4900
6619,,2012-04-30,159000,3890
6623,,2012-06-22,125000,3450
6634,,2006-01-20,409000,7050
6644,,2005-03-07,131000,3610
6650,,2006-03-22,153000,4550
6657,,2012-06-08,259600,6200
6672,,2010-03-11,155640,3990
6676,,2004-09-09,123000,3350
6697,,2003-03-31,150000,3600
6706,,2006-03-07,248000,5670
6775,,2006-08-24,589000,7890
6777,,2006-06-27,325000,6750
6798,,2013-04-26,233000,6180
6809,,2004-10-01,292000,6950
6816,,2014-08-28,550000,11500
6877,,2004-02-04,165000,4450
6884,,2012-08-07,180000,4400
6888,,2013-02-06,310000,4800
6902,,2013-10-10,122000,2570
6908,,2010-11-15,163500,4235
6913,,2012-02-09,185000,3500
7020,,2005-03-01,331000,5810
7023,,2004-12-29,180000,4600
7098,,2004-09-09,104500,2950
7135,,2010-06-29,190310,5300
7177,,2004-06-30,400000,7750
7190,,2010-11-22,233000,4990
7197,,2014-07-24,780000,10800
7213,,2011-12-09,155000,3700
7218,,2006-11-16,200000,5050
7231,,2004-12-17,200000,5750
7280,,2012-08-02,163681,4475
7285,,2009-10-07,180760,3430
7297,,2011-08-02,251955,4091.25
7320,,2008-04-28,327000,5620
7364,,2005-02-15,180000,5350
7379,,2014-07-21,779500,16145
7388,,2012-04-17,379880,4968.8
7391,,2005-03-21,223800,4738
7402,,2012-04-24,178000,3150
7405,,2013-11-13,268500,4185
7423,,2014-08-13,248000,4280
7469,,2007-05-11,492000,11100
7488,,2006-06-29,317000,6200
7499,,2008-07-02,273000,6490
7500,,2009-12-18,145220,4190
7514,,2010-11-30,250000,4200
7523,,2011-05-16,245000,5150
7535,,2005-06-17,229434,5400
7552,,2013-08-21,304000,5490
7555,,2014-09-23,180000,4350
7567,,2007-02-13,215000,5850
7580,,2013-07-17,208950,4789.5
7605,,2014-08-21,225000,4300
7641,,2003-12-18,239000,4650
7655,,2011-11-21,210000,4800
7662,,2011-03-31,360000,5600
7668,,2012-07-20,644370,14443.7
7681,,2010-08-30,214900,4399
7685,,2008-04-28,385000,6450
7716,,2013-07-02,172000,3720
7737,,2005-01-05,220000,4400
7791,,2004-07-30,275000,6450
7805,,2005-12-09,280000,5200
7810,,2007-06-19,232500,5675
7823,,2004-04-30,154000,3690
7840,,2005-08-02,180000,4800
7902,,2006-10-24,235000,4500
7913,,2006-01-30,179000,2790
7920,,2013-02-11,969500,16000
7934,,2013-10-10,344000,4940
7951,,2007-02-12,269370,7193.94
7980,,2013-11-22,270500,6155
7983,,2009-05-19,307000,6000
8001,,2006-04-06,200000,4000
8013,,2013-07-26,562480,12524.8
8018,,2010-09-29,320000,5200
8051,,2008-09-18,488890,10988.9
8058,,2010-12-23,180500,4505
8066,,2011-05-09,147097,4200
8085,,2012-09-12,225000,4550
8093,,2010-02-04,202500,4080
8094,,2010-04-14,191000,4260
8098,,2015-03-10,175000,4700
8100,,2010-06-10,140705,2980
8124,,2013-06-04,205000,3600
8127,,2012-07-24,133000,3480
8128,,2013-03-05,210000,4600
8146,,2005-06-24,285000,5850
8173,,2004-12-01,188000,4400
8176,,2003-08-14,128200,3290
8182,,2006-04-04,199925,4200
8213,,2014-08-12,432164,12300
8227,,2004-08-06,235000,5100
8274,,2003-04-29,325000,8250
8337,,2012-05-31,325000,8500
8356,,2006-12-22,260000,6950
8362,,2012-04-17,197000,3650
8365,,2007-05-09,250000,6050
8366,,2012-01-18,210000,4500
8394,,2013-08-09,195000,4200
8440,,2005-09-21,212500,5100
8467,,2007-11-07,240000,4550
8481,,2012-06-07,164000,3840
8505,,2004-03-23,205000,4400
8526,,2012-01-10,275000,5550
8536,,2005-03-15,310000,4100
8542,,2012-01-25,249000,4640
8574,,2007-06-29,306750,6630
8580,,2012-07-02,520000,9300
8622,,2006-06-07,330000,9500
8640,,2005-07-22,250000,5000
8647,,2011-07-21,136000,3060
